text,label,source,original_label
what were the top stories this week,ambiguous,CLINC OOS Dataset (validation),oos
Dear Subscriber ur draw 4 Â£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,spam,UCI SMS Spam Collection,spam
where does jiu jitsu originate,ambiguous,CLINC OOS Dataset (test),oos
what kind of paint do makeup artists use,ambiguous,CLINC OOS Dataset (test),oos
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xÂ£150pw to eÂ£nd txt stop",spam,UCI SMS Spam Collection,spam
tells u 2 call 09066358152 to claim Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam,UCI SMS Spam Collection,spam
"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam,UCI SMS Spam Collection,spam
Ineed to contact an agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i dont knowq what i need to do to switch to the {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam,UCI SMS Spam Collection,spam
assistance to see the invoice from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
is it possible to set up the secondary shipping address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
what is the official language of romania,ambiguous,CLINC OOS Dataset (test),oos
i try to speak with customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
i want assistance speaking with an assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
checking invoices from last month,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,spam,UCI SMS Spam Collection,spam
"I want to see your money back guarantee, how could I do it?",sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
I do not know what to do to chat with an operator,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
need to talk to customer service will ya helpme,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I cannot modify order {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
need assistance setting up a shipping address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
what's the average gpa to get into yale,ambiguous,CLINC OOS Dataset (validation),oos
changkng to freemium account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam,UCI SMS Spam Collection,spam
i cannot pay for my last item cancel order {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
find someone local who mows lawns,ambiguous,CLINC OOS Dataset (test),oos
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or Â£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,spam,UCI SMS Spam Collection,spam
I do not know what to do to submit a bloody delivery address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
report issue with registration,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
can you help me talk with someone?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or Â£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam,UCI SMS Spam Collection,spam
i dont know what to do to talk to customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam,UCI SMS Spam Collection,spam
I don't know what I have to do to switch to the {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam,UCI SMS Spam Collection,spam
INTERFLORA - ÂIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,spam,UCI SMS Spam Collection,spam
wanna contact damn customer service i need help,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
find out how many miles the mississippi waterway runs,ambiguous,CLINC OOS Dataset (test),oos
where do I check what hours I can call customer service?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I do not know what to do to write a comment about a product,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,spam,UCI SMS Spam Collection,spam
todays vodafone numbers ending with 0089(my last four digits) are selected to received a Â£350 award. If your number matches please call 09063442151 to claim your Â£350 award,spam,UCI SMS Spam Collection,spam
lodge reclamation,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
need help speaking with a operator,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,UCI SMS Spam Collection,spam
I don't know what to do to call customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
i do not know how i can receive rebates of my money,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
can you list all channels of a certain category,ambiguous,CLINC OOS Dataset (test),oos
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",spam,UCI SMS Spam Collection,spam
i want help seeing purchase {{Order Number}} curtent status,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
check to see if i need a pass to use the parking garages downtown,ambiguous,CLINC OOS Dataset (test),oos
what's the chemical composition of a fart,ambiguous,CLINC OOS Dataset (test),oos
i need assistance to speak to an operator,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
help me to see what hours I can contact customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
how do I check at what time I can call customer support?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
see if you can purchase a spacesuit online,ambiguous,CLINC OOS Dataset (test),oos
find my wallet,ambiguous,CLINC OOS Dataset (test),oos
I want assistance to speak to a fucking live agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I don't know what I have to do to buy some of your article,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
i do not know how to unsubscribe to ur corporate newsletter,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
when was the last worker's strike in amsterdam,ambiguous,CLINC OOS Dataset (train),oos
there are problems setting a new delivery address up,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
i have got to acquire somethingi need assistance,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
500 free text msgs. Just text ok to 80488 and we'll credit your account,spam,UCI SMS Spam Collection,spam
i need help speaking to customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
how do I chat with an operator?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
3. You have received your mobile content. Enjoy,spam,UCI SMS Spam Collection,spam
"Win the newest âHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam,UCI SMS Spam Collection,spam
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam,UCI SMS Spam Collection,spam
find out how to deodorize a car,ambiguous,CLINC OOS Dataset (test),oos
is it possibpe to check how long refunds take,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
is it possible to chcek the termination charges?,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
PRIVATE! Your 2003 Account Statement for 078,spam,UCI SMS Spam Collection,spam
how to see at what time i can reach customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I want help resetting my access key,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam,UCI SMS Spam Collection,spam
find out who the best appliance repairman is for the downtown area,ambiguous,CLINC OOS Dataset (test),oos
I need assistance to inform of a problem with payments,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,UCI SMS Spam Collection,spam
want assistance speajing to a person,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can you tell me what credit cards i have open,ambiguous,CLINC OOS Dataset (test),oos
"I would like to talk with a person, how do I do it?",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can i speak with an assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i dont know how i could track the rebate,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
i need help seeing what hours i csn call customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
help to see ur accepted payment emthods,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
